AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Washington,All,2020-21,34,14.1,18,0,196,191,249,"1,387",> 100%
State,Washington,All,2020-21,35,15.8,20.9,0,239,258,315,"1,509",> 100%
State,Washington,All,2020-21,36,15.4,20.9,0,220,250,300,"1,433",> 100%
State,Washington,All,2020-21,37,17.5,23.5,0,239,274,321,"1,365",> 100%
State,Washington,All,2020-21,38,17,21.8,0,196,216,251,"1,151",> 100%
State,Washington,All,2020-21,39,14.4,20,0,119,142,166,829,80.40%
State,West Virginia,All,2020-21,40,5.8,10.2,0,25,25,44,430,99.70%
State,West Virginia,All,2020-21,41,9.2,12,0,47,35,61,509,> 100%
State,West Virginia,All,2020-21,42,8.3,11,0,40,22,53,480,> 100%
State,West Virginia,All,2020-21,43,12.8,15.3,0,63,31,75,491,> 100%
State,West Virginia,All,2020-21,44,9.4,15.2,0,46,44,74,487,> 100%
State,West Virginia,All,2020-21,45,10.2,15.7,0,54,52,83,530,> 100%
State,West Virginia,All,2020-21,46,10.4,16.1,0,59,61,92,570,> 100%
State,West Virginia,All,2020-21,47,13.4,21.4,0,72,82,115,537,> 100%
State,West Virginia,All,2020-21,48,10.3,19.1,0,60,95,111,581,> 100%
State,West Virginia,All,2020-21,49,15.5,26.5,0,100,143,171,645,> 100%
State,West Virginia,All,2020-21,50,14.8,29.4,0,100,168,199,677,> 100%
State,West Virginia,All,2020-21,51,15,30.5,0,106,177,215,706,> 100%
State,West Virginia,All,2020-21,52,17,31.2,0,115,180,211,677,> 100%
State,West Virginia,All,2020-21,53,17.5,31.8,0,130,205,236,743,> 100%
State,West Virginia,All,2020-21,1,20.6,34.5,0,152,214,254,737,> 100%
State,West Virginia,All,2020-21,2,17.6,30.3,0,121,177,208,686,> 100%
State,West Virginia,All,2020-21,3,17.6,27.6,0,111,153,174,630,> 100%
State,West Virginia,All,2020-21,4,17.4,25,0,110,128,158,633,> 100%
State,West Virginia,All,2020-21,5,16.8,23.4,0,100,109,139,594,> 100%
State,West Virginia,All,2020-21,6,15.4,22.7,0,89,92,131,578,> 100%
State,West Virginia,All,2020-21,7,10.3,15.6,0,54,58,82,526,> 100%
State,West Virginia,All,2020-21,8,10.5,13.5,0,52,39,67,495,> 100%
State,West Virginia,All,2020-21,9,10.8,13.9,0,55,32,71,511,> 100%
State,West Virginia,All,2020-21,10,9.3,11.9,0,46,36,59,494,> 100%
State,West Virginia,All,2020-21,11,10.4,12.4,0,53,24,63,509,> 100%
State,West Virginia,All,2020-21,12,9.4,10.5,0,49,17,55,523,> 100%
State,West Virginia,All,2020-21,13,7.5,10.2,0,37,24,50,492,> 100%
State,West Virginia,All,2020-21,14,7.6,11.9,0,37,37,58,488,> 100%
State,West Virginia,All,2020-21,15,8.9,12.3,0,46,37,63,514,> 100%
State,West Virginia,All,2020-21,16,7.9,10.7,1,37,26,51,478,> 100%
State,West Virginia,All,2020-21,17,8.1,12.3,0,42,32,64,519,> 100%
State,West Virginia,All,2020-21,18,9,12.3,0,44,38,60,487,> 100%
State,West Virginia,All,2020-21,19,9.9,11.8,0,48,30,57,483,> 100%
State,West Virginia,All,2020-21,20,9.1,11.1,0,43,28,52,470,> 100%
State,West Virginia,All,2020-21,21,6.8,9.4,0,31,29,43,456,> 100%
State,West Virginia,All,2020-21,22,7.2,9.2,0,36,24,46,502,> 100%
State,West Virginia,All,2020-21,23,5.8,7.5,0,27,15,35,468,> 100%
State,West Virginia,All,2020-21,24,9,10.2,0,43,20,49,480,> 100%
State,West Virginia,All,2020-21,25,7.5,8.6,0,32,9,37,428,99.20%
State,West Virginia,All,2020-21,26,8.3,9.6,0,39,14,45,468,> 100%
State,West Virginia,All,2020-21,27,6.1,7.9,0,28,12,36,458,> 100%
State,West Virginia,All,2020-21,28,6.1,6.6,0,22,4,24,361,83.70%
State,West Virginia,All,2020-21,29,10.3,12,0,31,9,36,301,69.80%
State,West Virginia,All,2020-21,30,11.3,17.6,0,16,19,25,142,32.90%
State,West Virginia,All,2020-21,31,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,West Virginia,All,2020-21,32,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,West Virginia,All,2020-21,33,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,West Virginia,All,2020-21,34,39.6,68.5,0,44,74,76,111,25.70%
State,West Virginia,All,2020-21,35,45.6,74.1,0,67,106,109,147,34.10%
State,West Virginia,All,2020-21,36,44.8,78.5,0,77,132,135,172,39.90%
State,West Virginia,All,2020-21,37,50.3,82.2,0,93,147,152,185,42.90%
State,West Virginia,All,2020-21,38,52.1,86.4,0,73,117,121,140,32.40%
State,West Virginia,All,2020-21,39,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Wisconsin,All,2020-21,40,6,10.2,0,70,83,118,"1,158",> 100%
State,Wisconsin,All,2020-21,41,6.4,12.6,0,75,122,147,"1,166",> 100%
State,Wisconsin,All,2020-21,42,9.1,19,0,113,194,237,"1,247",> 100%
State,Wisconsin,All,2020-21,43,9.6,23.8,0,132,278,327,"1,376",> 100%
State,Wisconsin,All,2020-21,44,11.5,28.1,0,167,349,406,"1,447",> 100%
State,Wisconsin,All,2020-21,45,13.1,29.5,0,212,428,478,"1,619",> 100%
State,Wisconsin,All,2020-21,46,13.6,34.1,0,233,523,586,"1,719",> 100%
State,Wisconsin,All,2020-21,47,13.3,36.5,0,221,562,608,"1,665",> 100%
State,Wisconsin,All,2020-21,48,14.5,33.2,0,238,499,545,"1,641",> 100%
State,Wisconsin,All,2020-21,49,13.3,33,0,219,511,544,"1,649",> 100%
State,Wisconsin,All,2020-21,50,12.4,30.9,0,197,439,489,"1,583",> 100%
State,Wisconsin,All,2020-21,51,11.4,28.4,1,170,391,428,"1,505",> 100%
State,Wisconsin,All,2020-21,52,11.6,27.2,0,165,335,386,"1,419",> 100%
State,Wisconsin,All,2020-21,53,11,25.4,0,155,313,359,"1,414",> 100%
State,Wisconsin,All,2020-21,1,10.2,23,0,141,279,317,"1,379",> 100%
State,Wisconsin,All,2020-21,2,10.4,23,0,133,245,293,"1,275",> 100%
State,Wisconsin,All,2020-21,3,10.7,21.1,1,136,219,271,"1,284",> 100%
State,Wisconsin,All,2020-21,4,9.5,20.3,0,114,200,244,"1,200",> 100%
State,Wisconsin,All,2020-21,5,7.2,16.7,1,83,158,195,"1,166",> 100%
State,Wisconsin,All,2020-21,6,7,14,0,81,117,162,"1,161",> 100%
State,Wisconsin,All,2020-21,7,5.7,10.2,0,65,71,116,"1,139",> 100%
State,Wisconsin,All,2020-21,8,6.5,11.3,0,73,84,126,"1,119",> 100%
State,Wisconsin,All,2020-21,9,6.3,9.4,1,66,54,101,"1,071",> 100%
State,Wisconsin,All,2020-21,10,5,8,0,53,49,85,"1,060",> 100%
State,Wisconsin,All,2020-21,11,4.4,6.5,0,44,33,65,"1,002",> 100%
State,Wisconsin,All,2020-21,12,4.7,7.2,0,48,36,73,"1,020",> 100%
State,Wisconsin,All,2020-21,13,4.5,6.9,0,45,40,68,990,> 100%
State,Wisconsin,All,2020-21,14,5.2,7.8,0,55,43,83,"1,065",> 100%
State,Wisconsin,All,2020-21,15,5.5,7.9,0,55,45,78,991,> 100%
State,Wisconsin,All,2020-21,16,4.7,7.9,1,49,49,85,"1,071",> 100%
State,Wisconsin,All,2020-21,17,4.6,8.4,0,48,55,87,"1,035",> 100%
State,Wisconsin,All,2020-21,18,5.3,7.6,0,54,39,77,"1,018",> 100%
State,Wisconsin,All,2020-21,19,5.2,7.1,0,52,43,71,"1,004",> 100%
State,Wisconsin,All,2020-21,20,5.5,7.4,0,57,37,76,"1,029",> 100%
State,Wisconsin,All,2020-21,21,4.9,6.5,0,50,28,67,"1,026",> 100%
State,Wisconsin,All,2020-21,22,4.1,5.7,0,43,30,60,"1,049",> 100%
State,Wisconsin,All,2020-21,23,5,6.3,0,53,21,66,"1,052",> 100%
State,Wisconsin,All,2020-21,24,4.8,5.6,1,49,11,58,"1,034",> 100%
State,Wisconsin,All,2020-21,25,3.7,4.4,0,35,10,41,935,97.20%
State,Wisconsin,All,2020-21,26,3.6,4.6,0,38,18,49,"1,061",> 100%
State,Wisconsin,All,2020-21,27,4.7,5.7,0,46,16,56,978,> 100%
State,Wisconsin,All,2020-21,28,4.9,5.6,0,47,13,53,950,98.80%
State,Wisconsin,All,2020-21,29,4.3,4.7,0,45,10,49,"1,053",> 100%
State,Wisconsin,All,2020-21,30,4.2,5.6,0,46,23,61,"1,097",> 100%
State,Wisconsin,All,2020-21,31,3.6,5.7,0,38,32,60,"1,049",> 100%
State,Wisconsin,All,2020-21,32,6,8.9,0,64,46,94,"1,058",> 100%
State,Wisconsin,All,2020-21,33,5.8,9.4,0,65,72,106,"1,124",> 100%
State,Wisconsin,All,2020-21,34,7,12.6,0,81,109,146,"1,161",> 100%
State,Wisconsin,All,2020-21,35,8.2,13.6,0,94,116,156,"1,146",> 100%
State,Wisconsin,All,2020-21,36,9.3,14.3,1,107,129,167,"1,165",> 100%
State,Wisconsin,All,2020-21,37,9.1,15.8,0,111,158,192,"1,217",> 100%
State,Wisconsin,All,2020-21,38,9.5,16.8,0,99,136,175,"1,041",> 100%
State,Wisconsin,All,2020-21,39,9.5,17.9,0,78,123,147,819,85.20%
State,Wyoming,All,2020-21,40,5.8,10,0,7,6,12,120,> 100%
State,Wyoming,All,2020-21,41,5.2,8.6,0,6,8,10,116,> 100%
State,Wyoming,All,2020-21,42,6.6,14.8,0,8,16,18,122,> 100%
State,Wyoming,All,2020-21,43,10.5,21,0,15,22,30,143,> 100%
State,Wyoming,All,2020-21,44,9.4,25.2,0,12,29,32,127,> 100%
State,Wyoming,All,2020-21,45,19.7,38.1,0,29,46,56,147,> 100%
State,Wyoming,All,2020-21,46,12.3,27.4,0,18,37,40,146,> 100%
State,Wyoming,All,2020-21,47,14.6,27.1,0,21,39,39,144,> 100%
State,Wyoming,All,2020-21,48,20.6,34.2,0,32,45,53,155,> 100%
State,Wyoming,All,2020-21,49,21.7,42,0,31,53,60,143,> 100%
State,Wyoming,All,2020-21,50,20.7,35.5,0,35,51,60,169,> 100%
State,Wyoming,All,2020-21,51,18.8,30.1,0,33,47,53,176,> 100%
State,Wyoming,All,2020-21,52,22.3,38.5,0,33,49,57,148,> 100%
State,Wyoming,All,2020-21,53,11.7,28.3,0,17,35,41,145,> 100%
State,Wyoming,All,2020-21,1,17.9,30.3,0,26,41,44,145,> 100%
State,Wyoming,All,2020-21,2,16.5,26.8,0,21,29,34,127,> 100%
State,Wyoming,All,2020-21,3,13,26.8,0,16,27,33,123,> 100%
State,Wyoming,All,2020-21,4,16.4,23.4,0,21,20,30,128,> 100%
State,Wyoming,All,2020-21,5,13.5,21.4,0,17,20,27,126,> 100%
State,Wyoming,All,2020-21,6,12,20.4,0,13,15,22,108,> 100%
State,Wyoming,All,2020-21,7,10.3,12.1,0,12,8,14,116,> 100%
State,Wyoming,All,2020-21,8,4.5,9,0,5,7,10,111,> 100%
State,Wyoming,All,2020-21,9,9.1,13.1,0,9,8,13,99,> 100%
State,Wyoming,All,2020-21,10,6.5,8.3,0,7,4,9,108,> 100%
State,Wyoming,All,2020-21,11,5.3,6.4,0,5,2,6,94,> 100%
State,Wyoming,All,2020-21,12,7.1,8,0,8,1,9,113,> 100%
State,Wyoming,All,2020-21,13,8.3,9.4,0,8,3,9,96,> 100%
State,Wyoming,All,2020-21,14,2.1,2.1,0,2,0,2,96,> 100%
State,Wyoming,All,2020-21,15,6.7,9,0,6,3,8,89,99.20%
State,Wyoming,All,2020-21,16,6.3,9,0,7,4,10,111,> 100%
State,Wyoming,All,2020-21,17,4.4,7.7,0,4,3,7,91,> 100%
State,Wyoming,All,2020-21,18,6,7,0,6,3,7,100,> 100%
State,Wyoming,All,2020-21,19,11.1,15.2,1,10,8,15,99,> 100%
State,Wyoming,All,2020-21,20,4.8,9.6,0,5,7,10,104,> 100%
State,Wyoming,All,2020-21,21,4.6,6.4,0,5,3,7,109,> 100%
State,Wyoming,All,2020-21,22,6.5,7.3,0,8,7,9,123,> 100%
State,Wyoming,All,2020-21,23,12.2,13.9,0,14,9,16,115,> 100%
State,Wyoming,All,2020-21,24,8.8,10.5,0,10,8,12,114,> 100%
State,Wyoming,All,2020-21,25,8.3,9.2,0,9,3,10,109,> 100%
State,Wyoming,All,2020-21,26,9.3,12,0,10,9,13,108,> 100%
State,Wyoming,All,2020-21,27,8.2,9.2,0,8,7,9,98,> 100%
State,Wyoming,All,2020-21,28,10.3,11.2,0,12,7,13,116,> 100%
State,Wyoming,All,2020-21,29,11.4,18.1,0,12,17,19,105,> 100%
State,Wyoming,All,2020-21,30,14.4,17.1,0,16,12,19,111,> 100%
State,Wyoming,All,2020-21,31,13.8,17.9,0,20,17,26,145,> 100%
State,Wyoming,All,2020-21,32,8.9,15.8,0,14,22,25,158,> 100%
State,Wyoming,All,2020-21,33,12.8,23.9,0,15,25,28,117,> 100%
State,Wyoming,All,2020-21,34,15.8,24.1,0,21,28,32,133,> 100%
State,Wyoming,All,2020-21,35,23.3,35.3,0,31,40,47,133,> 100%
State,Wyoming,All,2020-21,36,20,30.3,0,29,34,44,145,> 100%
State,Wyoming,All,2020-21,37,24.6,39.7,0,31,49,50,126,> 100%
State,Wyoming,All,2020-21,38,23.6,35.5,0,26,36,39,110,> 100%
State,Wyoming,All,2020-21,39,20.2,38.5,0,21,39,40,104,> 100%
State,New York City,All,2020-21,40,7.1,9,0,68,32,87,964,94.60%
State,New York City,All,2020-21,41,6.1,8,1,62,26,83,"1,037",> 100%
State,New York City,All,2020-21,42,6.4,8.9,1,65,42,92,"1,039",> 100%
State,New York City,All,2020-21,43,6.4,8.5,1,64,29,86,"1,016",99.70%
State,New York City,All,2020-21,44,7.6,9.8,0,80,37,104,"1,059",> 100%
State,New York City,All,2020-21,45,9.7,12.7,0,113,68,148,"1,161",> 100%
State,New York City,All,2020-21,46,8.1,12,0,89,61,131,"1,095",> 100%
State,New York City,All,2020-21,47,9.3,13.1,0,100,63,141,"1,074",> 100%
State,New York City,All,2020-21,48,8.9,13.4,0,96,80,144,"1,078",> 100%
State,New York City,All,2020-21,49,9.4,17.7,0,108,137,204,"1,151",> 100%
State,New York City,All,2020-21,50,10.8,20.2,1,132,174,249,"1,230",> 100%
State,New York City,All,2020-21,51,11.3,22.9,1,149,227,305,"1,330",> 100%
State,New York City,All,2020-21,52,12.5,24.8,0,183,276,363,"1,464",> 100%
State,New York City,All,2020-21,53,13.9,27.7,2,196,310,395,"1,424",> 100%
State,New York City,All,2020-21,1,15.7,32.6,2,240,409,502,"1,541",> 100%
State,New York City,All,2020-21,2,15.5,32.7,0,237,425,499,"1,528",> 100%
State,New York City,All,2020-21,3,16.5,36.3,1,261,503,576,"1,587",> 100%
State,New York City,All,2020-21,4,15.3,36.6,2,244,522,589,"1,609",> 100%
State,New York City,All,2020-21,5,15.5,35.8,2,243,503,565,"1,578",> 100%
State,New York City,All,2020-21,6,15.3,35.8,0,247,513,578,"1,613",> 100%
State,New York City,All,2020-21,7,17.4,36.3,1,269,469,563,"1,552",> 100%
State,New York City,All,2020-21,8,15.7,35.1,1,239,464,536,"1,528",> 100%
State,New York City,All,2020-21,9,16.9,32.3,0,244,382,467,"1,444",> 100%
State,New York City,All,2020-21,10,16.8,34.3,2,236,405,486,"1,416",> 100%
State,New York City,All,2020-21,11,13.5,27.7,0,187,312,384,"1,388",> 100%
State,New York City,All,2020-21,12,14.4,29.5,1,208,351,427,"1,448",> 100%
State,New York City,All,2020-21,13,15.3,29.7,0,208,341,405,"1,363",> 100%
State,New York City,All,2020-21,14,14.4,28.5,0,191,308,377,"1,322",> 100%
State,New York City,All,2020-21,15,13.8,27,1,162,255,320,"1,185",> 100%
State,New York City,All,2020-21,16,14,24.3,0,176,235,306,"1,259",> 100%
State,New York City,All,2020-21,17,10.1,20.6,0,120,190,244,"1,183",> 100%
State,New York City,All,2020-21,18,9.4,19.5,0,108,173,224,"1,147",> 100%
State,New York City,All,2020-21,19,11.5,18.4,0,133,144,212,"1,155",> 100%
State,New York City,All,2020-21,20,8.3,12.6,0,92,81,141,"1,115",> 100%
State,New York City,All,2020-21,21,7.4,11.4,1,73,56,114,"1,002",98.40%
State,New York City,All,2020-21,22,8,11.3,0,83,49,117,"1,038",> 100%
State,New York City,All,2020-21,23,9.1,11.2,0,87,35,107,959,94.10%
State,New York City,All,2020-21,24,7.6,10.8,1,76,45,110,"1,019",> 100%
State,New York City,All,2020-21,25,5.8,7.2,1,57,28,72,995,97.70%
State,New York City,All,2020-21,26,7.2,8.9,0,75,28,92,"1,036",> 100%
State,New York City,All,2020-21,27,6.9,7.8,0,68,14,77,989,97.10%
State,New York City,All,2020-21,28,8.8,10.4,0,87,28,103,992,97.40%
State,New York City,All,2020-21,29,7.1,8.5,0,66,22,79,929,91.20%
State,New York City,All,2020-21,30,7,9.3,0,69,35,92,986,96.80%
State,New York City,All,2020-21,31,6.7,9.7,1,72,50,106,"1,088",> 100%
State,New York City,All,2020-21,32,7.7,11,0,80,61,114,"1,038",> 100%
State,New York City,All,2020-21,33,8.2,12.8,1,90,75,142,"1,108",> 100%
State,New York City,All,2020-21,34,8.7,12.6,1,93,73,137,"1,084",> 100%
State,New York City,All,2020-21,35,8.2,12.8,1,91,89,143,"1,119",> 100%
State,New York City,All,2020-21,36,9.9,15.3,0,114,101,176,"1,151",> 100%
State,New York City,All,2020-21,37,10.6,14.6,0,108,71,149,"1,023",> 100%
State,New York City,All,2020-21,38,10.1,15,0,111,93,164,"1,094",> 100%
State,New York City,All,2020-21,39,9.4,13,0,87,74,120,923,90.60%
State,Alabama,All,2019-20,40,5,5,0,48,0,48,955,98.30%
State,Alabama,All,2019-20,41,3.9,3.9,0,37,0,37,941,96.90%
State,Alabama,All,2019-20,42,4.5,4.5,0,46,0,46,"1,012",> 100%
State,Alabama,All,2019-20,43,4.4,4.4,2,42,0,44,"1,000",> 100%
State,Alabama,All,2019-20,44,5.7,5.7,2,53,0,55,962,99%
State,Alabama,All,2019-20,45,4.9,4.9,0,52,0,52,"1,054",> 100%
State,Alabama,All,2019-20,46,6.1,6.1,0,67,0,67,"1,099",> 100%
State,Alabama,All,2019-20,47,4.4,4.4,3,44,0,47,"1,062",> 100%
State,Alabama,All,2019-20,48,7.6,7.6,2,78,0,80,"1,049",> 100%
State,Alabama,All,2019-20,49,5.3,5.3,2,55,0,57,"1,072",> 100%
State,Alabama,All,2019-20,50,5.6,5.6,4,59,0,63,"1,117",> 100%
State,Alabama,All,2019-20,51,5.5,5.5,2,59,0,61,"1,117",> 100%
State,Alabama,All,2019-20,52,5.6,5.6,2,57,0,59,"1,059",> 100%
State,Alabama,All,2019-20,1,6.6,6.6,5,67,0,72,"1,098",> 100%
State,Alabama,All,2019-20,2,8,8,9,83,0,92,"1,152",> 100%
State,Alabama,All,2019-20,3,6.5,6.5,7,63,0,70,"1,076",> 100%
State,Alabama,All,2019-20,4,7.1,7.2,7,70,1,78,"1,090",> 100%
State,Alabama,All,2019-20,5,6.7,6.7,16,55,0,71,"1,060",> 100%
State,Alabama,All,2019-20,6,6.7,6.7,12,64,0,76,"1,127",> 100%
State,Alabama,All,2019-20,7,8,8,7,81,0,88,"1,106",> 100%
State,Alabama,All,2019-20,8,7.2,7.2,5,75,0,80,"1,117",> 100%
State,Alabama,All,2019-20,9,7.1,7.2,14,70,1,85,"1,187",> 100%
State,Alabama,All,2019-20,10,6.9,6.9,13,63,0,76,"1,101",> 100%
State,Alabama,All,2019-20,11,6.1,6.1,7,60,0,67,"1,107",> 100%
State,Alabama,All,2019-20,12,7.8,7.9,7,78,3,86,"1,092",> 100%
State,Alabama,All,2019-20,13,7.3,8.9,8,72,24,98,"1,096",> 100%
State,Alabama,All,2019-20,14,6.1,9,4,68,45,106,"1,180",> 100%
State,Alabama,All,2019-20,15,8,12.4,3,89,73,142,"1,149",> 100%
State,Alabama,All,2019-20,16,8.6,13.7,0,100,91,160,"1,166",> 100%
State,Alabama,All,2019-20,17,7.1,12.8,1,81,86,148,"1,158",> 100%
State,Alabama,All,2019-20,18,7.9,12.4,2,89,82,144,"1,158",> 100%
State,Alabama,All,2019-20,19,8.4,15,1,100,117,180,"1,199",> 100%
State,Alabama,All,2019-20,20,8.3,14,3,94,101,164,"1,172",> 100%
State,Alabama,All,2019-20,21,7.2,12.4,0,83,87,144,"1,160",> 100%
State,Alabama,All,2019-20,22,9.1,16.1,0,102,111,181,"1,127",> 100%
State,Alabama,All,2019-20,23,7.7,12.4,1,91,91,149,"1,202",> 100%
State,Alabama,All,2019-20,24,6.8,11.4,0,78,85,131,"1,151",> 100%
State,Alabama,All,2019-20,25,7.2,13.4,0,80,96,148,"1,105",> 100%
State,Alabama,All,2019-20,26,7.3,13.6,0,86,110,161,"1,181",> 100%
State,Alabama,All,2019-20,27,7.6,14.5,1,94,135,181,"1,244",> 100%
State,Alabama,All,2019-20,28,7.6,15.9,0,99,148,206,"1,298",> 100%
State,Alabama,All,2019-20,29,8,19.4,0,104,199,254,"1,306",> 100%
State,Alabama,All,2019-20,30,10.7,22.8,1,147,263,315,"1,379",> 100%
State,Alabama,All,2019-20,31,12.2,24.6,0,172,282,347,"1,410",> 100%
State,Alabama,All,2019-20,32,10.6,23.4,1,147,276,327,"1,398",> 100%
State,Alabama,All,2019-20,33,11,22.5,0,147,241,302,"1,341",> 100%
State,Alabama,All,2019-20,34,9.1,20.1,0,120,212,266,"1,325",> 100%
State,Alabama,All,2019-20,35,10.9,20.4,0,136,193,254,"1,246",> 100%
State,Alabama,All,2019-20,36,9,17,0,113,161,213,"1,251",> 100%
State,Alabama,All,2019-20,37,9.4,16.9,0,118,147,212,"1,251",> 100%
State,Alabama,All,2019-20,38,8.5,15.9,0,105,143,196,"1,232",> 100%
State,Alabama,All,2019-20,39,6.8,13,0,83,111,159,"1,219",> 100%
State,Alaska,All,2019-20,40,6.4,6.4,0,6,0,6,94,> 100%
State,Alaska,All,2019-20,41,7.4,7.4,0,7,0,7,94,> 100%
State,Alaska,All,2019-20,42,3.2,3.2,0,3,0,3,95,> 100%
State,Alaska,All,2019-20,43,5.7,5.7,0,4,0,4,70,86.10%
State,Alaska,All,2019-20,44,5.8,5.8,0,5,0,5,86,> 100%
State,Alaska,All,2019-20,45,7.1,7.1,0,7,0,7,98,> 100%
State,Alaska,All,2019-20,46,1.1,1.1,0,1,0,1,91,> 100%
State,Alaska,All,2019-20,47,4.3,4.3,0,4,0,4,94,> 100%
State,Alaska,All,2019-20,48,4.7,4.7,0,5,0,5,107,> 100%
State,Alaska,All,2019-20,49,6.9,6.9,1,6,0,7,102,> 100%
State,Alaska,All,2019-20,50,3.1,3.1,0,3,0,3,97,> 100%
State,Alaska,All,2019-20,51,3.6,3.6,1,2,0,3,84,> 100%
State,Alaska,All,2019-20,52,12.3,12.3,1,12,0,13,106,> 100%
State,Alaska,All,2019-20,1,5.5,5.5,1,4,0,5,91,> 100%
State,Alaska,All,2019-20,2,3.7,3.7,0,4,0,4,108,> 100%
State,Alaska,All,2019-20,3,4.9,4.9,0,5,0,5,103,> 100%
State,Alaska,All,2019-20,4,2,2,0,2,0,2,102,> 100%
State,Alaska,All,2019-20,5,4.4,4.4,1,3,0,4,91,> 100%
State,Alaska,All,2019-20,6,5.4,5.4,1,4,0,5,93,> 100%
State,Alaska,All,2019-20,7,0,0,0,0,0,0,93,> 100%
State,Alaska,All,2019-20,8,6.7,6.7,2,4,0,6,89,> 100%
State,Alaska,All,2019-20,9,7.6,7.6,1,6,0,7,92,> 100%
State,Alaska,All,2019-20,10,2.4,2.4,0,2,0,2,83,> 100%
State,Alaska,All,2019-20,11,7.4,7.4,0,7,0,7,94,> 100%
State,Alaska,All,2019-20,12,13.2,14.7,1,8,1,10,68,83.60%
State,Alaska,All,2019-20,13,12,12,1,10,2,11,92,> 100%
State,Alaska,All,2019-20,14,7.9,8.9,0,8,3,9,101,> 100%
State,Alaska,All,2019-20,15,4.8,6,0,4,2,5,84,> 100%
State,Alaska,All,2019-20,16,3.6,4.8,0,3,1,4,84,> 100%
State,Alaska,All,2019-20,17,5.8,5.8,0,4,0,4,69,84.90%
State,Alaska,All,2019-20,18,4.5,4.5,0,4,0,4,88,> 100%
State,Alaska,All,2019-20,19,2.1,4.1,0,2,2,4,97,> 100%
State,Alaska,All,2019-20,20,8,8,0,7,0,7,87,> 100%
State,Alaska,All,2019-20,21,1.2,1.2,0,1,0,1,86,> 100%
State,Alaska,All,2019-20,22,1.9,1.9,0,2,0,2,103,> 100%
State,Alaska,All,2019-20,23,4.9,4.9,0,4,0,4,82,> 100%
State,Alaska,All,2019-20,24,5.6,6.7,0,5,3,6,90,> 100%
State,Alaska,All,2019-20,25,2.2,2.2,0,2,0,2,92,> 100%
State,Alaska,All,2019-20,26,3.2,3.2,0,3,0,3,95,> 100%
State,Alaska,All,2019-20,27,1.2,2.4,0,1,1,2,83,> 100%
State,Alaska,All,2019-20,28,2.9,2.9,0,3,1,3,102,> 100%
State,Alaska,All,2019-20,29,4.4,6.7,0,4,3,6,90,> 100%
State,Alaska,All,2019-20,30,3.1,5.2,0,3,3,5,96,> 100%
State,Alaska,All,2019-20,31,6.3,7.1,0,7,5,8,112,> 100%
State,Alaska,All,2019-20,32,5.6,6.5,0,6,5,7,107,> 100%
State,Alaska,All,2019-20,33,5.3,9.2,0,4,6,7,76,93.50%
State,Alaska,All,2019-20,34,5.9,10.1,0,7,6,12,119,> 100%
State,Alaska,All,2019-20,35,2.2,4.3,0,2,3,4,93,> 100%
State,Alaska,All,2019-20,36,9,10,0,9,4,10,100,> 100%
State,Alaska,All,2019-20,37,3.4,3.4,0,3,2,3,89,> 100%
State,Alaska,All,2019-20,38,2.8,4.6,0,3,2,5,109,> 100%
State,Alaska,All,2019-20,39,4.3,6.9,0,5,5,8,116,> 100%
State,Arizona,All,2019-20,40,4.7,4.7,0,52,0,52,"1,110",> 100%
State,Arizona,All,2019-20,41,4.7,4.7,2,50,0,52,"1,114",> 100%
State,Arizona,All,2019-20,42,4.7,4.7,2,51,0,53,"1,139",> 100%
State,Arizona,All,2019-20,43,5.3,5.3,1,53,0,54,"1,012",97.70%
State,Arizona,All,2019-20,44,5.6,5.6,1,63,0,64,"1,133",> 100%
State,Arizona,All,2019-20,45,4.9,4.9,0,61,0,61,"1,246",> 100%
State,Arizona,All,2019-20,46,6.2,6.2,0,73,0,73,"1,176",> 100%
State,Arizona,All,2019-20,47,5.4,5.4,1,63,0,64,"1,191",> 100%
State,Arizona,All,2019-20,48,5.1,5.1,2,55,0,57,"1,114",> 100%
State,Arizona,All,2019-20,49,5,5,5,55,0,60,"1,192",> 100%
State,Arizona,All,2019-20,50,7.4,7.4,3,83,0,86,"1,165",> 100%
State,Arizona,All,2019-20,51,5.6,5.6,3,62,0,65,"1,151",> 100%
State,Arizona,All,2019-20,52,5,5,0,60,0,60,"1,205",> 100%
State,Arizona,All,2019-20,1,6.8,6.8,4,83,0,87,"1,278",> 100%
State,Arizona,All,2019-20,2,7,7,8,86,0,94,"1,352",> 100%
State,Arizona,All,2019-20,3,5.9,5.9,8,67,0,75,"1,262",> 100%
State,Arizona,All,2019-20,4,8.2,8.2,12,90,0,102,"1,239",> 100%
State,Arizona,All,2019-20,5,6.7,6.7,12,71,0,83,"1,248",> 100%
